#,headAR,bodyAR,headDV,bodyDV,footAR,footDV,headEN-HDN,bodyEN-HDN
150,٥١ - دُعَاءُ المَرِيضِ الَّذِي يَئِسَ مِنْ حَيَاتِهِ,١٥٠ - اللَّهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَأَلْحِقْنِي بِالرَّفِيقِ الْأَعْلَى,𝟧𝟣 - ދިރިހުންނާނޭ ކަމަށް ނުބެލެވޭ މީހާ ކިޔާ ދުއާ,"""ޔާ ﷲ! މި އަޅާއަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި މި އަޅާއަށް ރަހުމަތްލައްވާނދޭވެ! އަދި އެންމެ މަތިވެރި ރަހުމަތްތެރިޔާއާ (އެބަހީ ﷲ އާ) ބައްދަލުކޮށްދެއްވާނދޭވެ!""",,,𝟧𝟣 When the sick have renounced all hope of life,"O Allah, forgive me and have mercy upon me, and join me with the highest companions (in Paradise)."
151,٥١ - دُعَاءُ المَرِيضِ الَّذِي يَئِسَ مِنْ حَيَاتِهِ,١٥١ - جَعَلَ النَّبِيُّ ﷺ عِنْدَ مَوْتِهِ يُدْخِلُ يَدَيْهِ فِي الْمَاءِ فَيَمْسَحُ بِهِمَا وَجْهَهُ، وَيَقُولُ: لَا إِلَهَ إِلاَّ اللَّهُ إِنَّ لِلْمَوْتِ سَكَرَاتٍ,𝟧𝟣 - ދިރިހުންނާނޭ ކަމަށް ނުބެލެވޭ މީހާ ކިޔާ ދުއާ,"""ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. ހަމަކަށަވަރުން މަރަށް ތަކުލީފުތަކެއްވެއެވެ.""",,,𝟧𝟣 When the sick have renounced all hope of life,"As he was dying, the Prophet (ﷺ) dipped his hands in water and wiped his face saying:

There is none worthy of worship but Allah,
surely death has agonies."
152,٥١ - دُعَاءُ المَرِيضِ الَّذِي يَئِسَ مِنْ حَيَاتِهِ,١٥٢ - لَا إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ، لَا إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ، لَا إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَا إِلَهَ إِلاَّ اللَّهُ لَهُ المُلْكُ وَلَهُ الْحَمْدُ، لَا إِلَهَ إِلاَّ اللَّهُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلاَّ بِاللَّهِ,𝟧𝟣 - ދިރިހުންނާނޭ ކަމަށް ނުބެލެވޭ މީހާ ކިޔާ ދުއާ,"""ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އަދި އެންމެ ބޮޑީ ﷲ އެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އެ އިލާހު އެއްކައުވަންތައެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އެ އިލާހު އެއްކައުވަންތައެވެ. އެ އިލާހަށް އެއްވެސް ބައިވެރިއަކު ނުވެއެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އެންމެހާ ވެރިކަމަކާއި އެންމެހާ ހަމްދެއް ލިބިވޮޑިގެންވަނީ އެ އިލާހަށެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އަދި އެއްވެސް ހެޔޮކަމެއް ކުރުމުގެ ބާރެއްވެސް އަދި ނުބައިކަމަކުން ސަލާމަތްވުމުގެ ބާރެއްވެސް ﷲ ގެ ހަޒްރަތުން މެނުވީ ނުވެއެވެ.""",,,𝟧𝟣 When the sick have renounced all hope of life,"There is none worthy of worship but Allah, Allah is the Most Great. None has the right to be worshipped but Allah alone. None has the right to be worshipped but Allah alone, Who has no partner. There is none worthy of worship but Allah, His is the dominion and His is the praise. There is none worthy of worship but Allah, there is no power and no might but by Allah."
153,٥٢ - تَلْقِينُ المُحْتَضَرِ,١٥٣ - مَنْ كَانَ آخِرُ كَلاَمِهِ لَا إِلَهَ إِلاَّ اللَّهُ دَخَلَ الْجَنَّةَ,𝟧𝟤 - މަރުވާން ކައިރިވެފައިވާ މީހާއަށް ޝަހާދަތް ލައިދިނުން,"އެމީހެއްގެ އެންމެފަހުބަސްކަމުގައި ""ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ."" މިކަލިމަވެއްޖެމީހާ ސުވަރުގެ ވަންނާނެއެވެ.",,,𝟧𝟤 Instruction for the one nearing death,"Whoever dies with the last words (whose meaning is): ""There is none worthy of worship but Allah"" will enter Paradise."
154,٥٣ - دُعَاءُ مَن أُصِيبَ بِمُصِيبَةٍ,١٥٤ - إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ، اللَّهُمَّ أْجُرْنِي فِي مُصِيبَتِي، وَأَخْلِفْ لِي خَيْرَاً مِنْهَا,𝟧𝟥 - މުސީބާތް ޖެހިއްޖެ މީހާ ކިޔާ ދުއާ,"""ހަމަކަށަވަރުން އަޅަމެންވަނީ ﷲ އަށެވެ. އަދި ހަމަކަށަވަރުން އަޅަމެން އެނބުރި ދިއުންވެސްވަނީ އެ އިލާހުގެ ހަޒްރަތަށެވެ. ޔާ ﷲ! މި އަޅާއަށް ޖެހުނު މުސީބާތުގައި މި އަޅާއަށް އަޖުރު ދެއްވާނދޭވެ! އަދި މި އަޅާއަށް އޭގެ ބަދަލުގައި އެއަށްވުރެ ހެޔޮގޮތެއް މިންވަރުކޮށްދެއްވާނދޭވެ!""",,,𝟧𝟥 For one afflicted by a calamity,We are from Allah and unto Him we return. O Allah take me out of my plight and bring to me after it something better.
155,٥٤ - الدُّعَاءُ عِنْدَ إِغْمَاضِ المَيِّتِ,١٥٥ - ((اللَّهُمَّ اغْفِرْ لِفُلاَنٍ (بِاسْمِهِ) وَارْفَعْ دَرَجَتَهُ فِي الْمَهْدِيِّينَ، وَاخْلُفْهُ فِي عَقِبِهِ فِي الْغَابِرِينَ، وَاغْفِرْ لَنَا وَلَهُ يَا رَبَّ الْعَالَمِينَ، وَافْسَحْ لَهُ فِي قَبْرِهِ، وَنَوِّرْ لَهُ فِيهِ)),𝟧𝟦 - މައްޔިތާގެ ލޯމަރާލައިދެމުން ކިޔާ ދުއާ,"""ޔާ ﷲ! މިވެނި މީހަކަށް ފާފަ ފުއްސަވާނދޭވެ! (އެމީހެއްގެ ނަންގަންނާށެވެ.) އަދި ހިދާޔަތް ލިބިގެންވާ މީސްތަކުންގެ ތެރޭގައި އޭނާގެ ދަރަޖަ އުފުއްލަވާނދޭވެ! އަދި އޭނާގެ ފަހުން، އޭނާގެ ފަހަތުގައިވާ މީސްތަކުންގެ ތެރޭގައި އޭނާގެ ޚަލީފާ (ބަދަލު) ލައްވާނދޭވެ! އަދި އަޅަމެންނަށާއި އޭނާއަށް ފާފަ ފުއްސަވާނދޭވެ! އާލަމްތަކުގެ ރައްބެވެ! އޭނާއަށް އޭނާގެ ކަށްވަޅު ތަނަވަސްކޮށްދެއްވާނދޭވެ! އަދި އޭނާއަށް އެތަން އަލިކޮށްދެއްވާނދޭވެ!""",,,𝟧𝟦 When closing the eyes of the deceased,"O Allah, forgive [name of the person] and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave, and shed light upon him in it."
156,٥٥ - الدُّعَاءُ لِلمَيِّتِ فِي الصَّلاَةِ عَلَيْهِ,١٥٦ - اللَّهُمَّ اغْفِرْ لَهُ وَارْحَمْهُ، وَعَافِهِ، وَاعْفُ عَنْهُ، وَأَكْرِمْ نُزُلَهُ، وَوَسِّعْ مُدْخَلَهُ، وَاغْسِلْهُ بِالْمَاءِ وَالثَّلْجِ وَالْبَرَدِ، وَنَقِّهِ مِنَ الْخَطَايَا كَمَا نَقَّيْتَ الثَّوْبَ الأَبْيَضَ مِنَ الدَّنَسِ، وَأَبْدِلْهُ دَاراً خَيْراً مِنْ دَارِهِ، وَأَهْلاً خَيْراً مِنْ أَهْلِهِ، وَزَوْجَاً خَيْراً مِنْ زَوْجِهِ، وَأَدْخِلْهُ الْجَنَّةَ، وَأَعِذْهُ مِنْ عَذَابِ القَبْرِ [وَعَذَابِ النَّارِ])),𝟧𝟧 - ކަށުނަމާދުގައި މައްޔިތާއަށް ކޮށްދޭ ދުއާ,"""ޔާ ﷲ! އޭނާއަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި އޭނާއަށް ރަހްމަތް ލައްވާނދޭވެ! އަދި އޭނާއަށް ފުރިހަމަ އާފިޔަތު ދެއްވާނދޭވެ! އަދި އޭނާއަށް އަފޫކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ މެހުމާންދާރީ މާތްކޮށްދެއްވާނދޭވެ! އަދި އޭނާ ވެއްދެވޭތަން (ކަށްވަޅު) ތަނަވަސް ކޮށްދެއްވާނދޭވެ! އަދި ފެނުންނާއި، ސުނޯއިންނާއި، ގަނޑުފެނުން އޭނާ ދޮވެދެއްވާނދޭވެ! އަދި ހުދުފޭރާން ހަޑިމިލައިން ސާފުކޮށްދެއްވި ފަދައިން ފާފަތަކުން އޭނާ ސާފުކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ ގޮވަށްޗަށް ވުރެ ހެޔޮ ގޮވައްޗަކަށް އޭނާ ބަދަލުކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ އަހުލުވެރިންނަށް ވުރެ ހެޔޮ އަހުލުވެރިންގެ ގާތަށް އޭނާ ބަދަލުކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ އަނބިމީހާއަށް ވުރެ ހެޔޮ އަންބެއްގެ ގާތަށް އޭނާ ބަދަލުކޮށްދެއްވާނދޭވެ! އަދި އޭނާ ސުވަރުގެއަށް ވައްދަވާނދޭވެ! އަދި ކަށްވަޅުގެ އަޒާބުންނާއި ނަރަކައިގެ އަޒާބުން އޭނާ ރައްކާތެރިކޮށްދެއްވާނދޭވެ!""",,,𝟧𝟧 For the deceased at the funeral prayer,"O Allah, forgive him and have mercy on him, and give him strength and pardon him. Be generous to him, and cause his entrance to be wide, and wash him with water and snow and hail. Cleanse him of his transgressions as white cloth is cleansed of stains. Give him an abode better than his home, and a family better than his family, and a wife better than his wife. Take him into Paradise, and protect him from the punishment of the grave [and from the punishment of Hell-fire]."
157,٥٥ - الدُّعَاءُ لِلمَيِّتِ فِي الصَّلاَةِ عَلَيْهِ,١٥٧ - ((اللَّهُمَّ اغْفِرْ لِحَيِّنَا وَمَيِّتِنَا، وَشَاهِدِنَا وَغَائِبِنَا، وَصَغِيرِنَا وَكَبيرِنَا، وَذَكَرِنَا وَأُنْثَانَا. اللَّهُمَّ مَنْ أَحْيَيْتَهُ مِنَّا فَأَحْيِهِ عَلَى الْإِسْلاَمِ، وَمَنْ تَوَفَّيْتَهُ مِنَّا فَتَوَفَّهُ عَلَى الإِيمَانِ، اللَّهُمَّ لَا تَحْرِمْنَا أَجْرَهُ، وَلَا تُضِلَّنَا بَعْدَهُ)),𝟧𝟧 - ކަށުނަމާދުގައި މައްޔިތާއަށް ކޮށްދޭ ދުއާ,"""ޔާ ﷲ! އަޅަމެންގެ ތެރޭގައި ދިރިތިބި މީހުންނަށާއި އަޅަމެންގެ ތެރެއިން މަރުވެގޮސްފައިވާ މީހުންނަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި އަޅަމެންނަށް ފެންނަހައި މީހުންނަށާއި ނުފެންނަހައި މީހުންނަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި އަޅަމެންގެ ކުޑަކުދިންނަށާއި ބޮޑެތިމީހުންނަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި އަޅަމެންގެ ތެރޭގައި ތިބި ފިރިހެނުންނަށާއި އަންހެނުންނަށް ފާފަ ފުއްސަވާނދޭވެ! ޔާ ﷲ! އަޅަމެންގެ ތެރެއިން އިބަ ﷲ ދިރިލަހައްޓަވައިފި މީހާ، ފަހެ އިސްލާމްކަން މަތީގައި އޭނާ ދިރިލަހައްޓަވާނދޭވެ! އަދި އަޅަމެންގެ ތެރެއިން އިބަ ﷲ މަރުގަންނަވައިފި މީހާ، ފަހެ އީމާންކަން މަތީގައި އޭނާ މަރުގަންނަވާނދޭވެ! ޔާ ﷲ! އޭނާގެ އަޖުރުން އަޅަމެން މަހުރޫމު ނުކުރައްވާނދޭވެ! އަދި އޭނާއަށް ފަހު އަޅަމެން މަގުފުރެދުމުގެ ތެރެއަށް ދޫކޮށްނުލައްވާނދޭވެ!""",,,𝟧𝟧 For the deceased at the funeral prayer,"O Allah forgive our living and our dead, those who are with us and those who are absent, our young and our old, our menfolk and our womenfolk. O Allah, whomever you give life from among us give him life in Islam, and whomever you take away from us take him away in Faith. O Allah, do not forbid us their reward and do not send us astray after them."
158,٥٥ - الدُّعَاءُ لِلمَيِّتِ فِي الصَّلاَةِ عَلَيْهِ,١٥٨ - ((اللَّهُمَّ إِنَّ فُلاَنَ بْنَ فُلاَنٍ فِي ذِمَّتِكَ، وَحَبْلِ جِوَارِكَ، فَقِهِ مِنْ فِتْنَةِ الْقَبْرِ، وَعَذَابِ النَّارِ، وَأَنْتَ أَهْلُ الْوَفَاءِ وَالْحَقِّ، فَاغْفِرْ لَهُ وَارْحَمْهُ إِنَّكَ أَنْتَ الغَفُورُ الرَّحيمُ)),𝟧𝟧 - ކަށުނަމާދުގައި މައްޔިތާއަށް ކޮށްދޭ ދުއާ,"""ޔާ ﷲ! ހަމަކަށަވަރުން މިވެނި މީހެއްގެ ދަރި، މިވެނި މީހަކު ވަނީ އިބަ ﷲ ގެ ހިމާޔަތުގައެވެ. އަދި އިބަ ﷲ ގެ ރައްކާތެރިކަމުގެ ދަށުގައެވެ. ފަހެ ކަށްވަޅުގެ ފިތުނައިންނާއި ނަރަކައިގެ އަޒާބުން އޭނާ ސަލާމަތްކޮށްދެއްވާނދޭވެ! އަދި އިބަ ﷲ އީ ތެދުވެރި، ވަފާތެރި އަދި ހައްގު ވެގެންވާ އިލާހެވެ. ފަހެ އޭނާއަށް ފާފަ ފުއްސަވާ ރަހްމަތް ލައްވާނދޭވެ! ހަމަކަށަވަރުން އިބަ ﷲ އީ ފާފަ ފުއްސަވާ އޯގާވަންތަ އިލާހެވެ.""",,,𝟧𝟧 For the deceased at the funeral prayer,"O Allah, surely [name the person] is under Your protection, and in the rope of Your security, so save him from the trial of the grave and from the punishment of the Fire. You fulfill promises and grant rights, so forgive him and have mercy on him. Surely You are Most Forgiving, Most Merciful."
159,٥٥ - الدُّعَاءُ لِلمَيِّتِ فِي الصَّلاَةِ عَلَيْهِ,١٥٩ - ((اللَّهُمَّ عَبْدُكَ وَابْنُ أَمَتِكَ احْتَاجَ إِلَى رَحْمَتِكَ، وَأَنْتَ غَنِيٌّ عَنْ عَذَابِهِ، إِنْ كَانَ مُحْسِناً فَزِدْ فِي حَسَنَاتِهِ، وَإِنْ كَانَ مُسِيئاً فَتَجَاوَزْ عَنْهُ)),𝟧𝟧 - ކަށުނަމާދުގައި މައްޔިތާއަށް ކޮށްދޭ ދުއާ,"""ޔާ ﷲ! އިބަ ﷲ ގެ އަޅާ، އަދި އިބަ ﷲ ގެ އަންހެންއަޅާގެ ދަރި ވަނީ އިބަ ﷲ ގެ ރަހުމަތަށް ބޭނުން ޖެހިފައެވެ. އަދި އިބަ ﷲ ވަނީ އޭނާއަށް އަޒާބު ދެއްވުމުން ފުދިވޮޑިގެންނެވެ. އޭނާއަކީ ހެޔޮ އަމަލުކޮށްފައިވާ އިހްސާންތެރިއެއް ކަމުގައިވާނަމަ، އޭނާގެ ހެޔޮކަންތައް އިތުރުކޮށްދެއްވާނދޭވެ! އަދި އޭނާއަކީ ފާފަކޮށްފައިވާ މީހެއްކަމުގައި ވާނަމަ، އޭނާއަށް އަފޫކުރައްވާނދޭވެ!""",,,𝟧𝟧 For the deceased at the funeral prayer,"O Allah, Your male slave and the child of Your female slave is in need of Your mercy, and You are not in need of his torment. If he was pious then increase his rewards and if he was a transgressor then pardon him."
160,٥٦ - الدُّعَاءُ لِلْفَرَطِ فِي الصَّلاَةِ عَلَيْهِ,"١٦٠ - اللَّهُمَّ أَعِذْهُ مِنْ عَذَابِ القَبْرِ.

وإن قال: ((اللَّهُمَّ اجْعَلْهُ فَرَطاً وَذُخْراً لِوَالِدَيْهِ، وَشَفِيعاً مُجَاباً، اللَّهُمَّ ثَقِّلْ بِهِ مَوَازِينَهُمَا، وَأَعْظِمْ بِهِ أُجورَهُمَا، وَأَلْحِقْهُ بِصَالِحِ الْمُؤْمِنِينَ، وَاجْعَلْهُ فِي كَفَالَةِ إِبْرَاهِيمَ، وَقِهِ بِرَحْمَتِكَ عَذَابَ الْجَحِيمِ، وَأَبْدِلْهُ دَاراً خَيْراً مِنْ دَارِهِ، وَأَهْلاً خَيْراً مِنْ أَهْلِهِ، اللَّهُمَّ اغْفِرْ لِأَسْلاَفِنَا، وَأَفْرَاطِنَا، وَمَنْ سَبَقَنَا بِالْإِيمَانِ)) فَحَسَنٌ",𝟧𝟨 - މަރުވެފައިވާ ކުޑަކުއްޖަކަށް ކަށުނަމާދުގައި ކޮށްދޭ ދުއާ,"ޔާ ﷲ! ކަށްވަޅުގެ އަޒާބުން އެ ކުއްޖާ ރައްކާތެރިކޮށްދެއްވާނދޭވެ!
 
""ޔާ ﷲ! އެ ކުއްޖާ (އެ ކުއްޖާގެ މައިންބަފައިންނަށްޓަކައި) އިސްވެގޮސްފައިވާ އަޖުރެއްކަމުގައާއި ރައްކައުތެރި ކުރެވިގެންވާ ذَخِيرَة އެއް ކަމުގައި ލައްވާނދޭވެ! އަދި ޝަފާއަތް ގަބޫލުކުރެވޭ ޝަފާއަތްތެރިއެއް ކަމުގައި ލައްވާނދޭވެ! ޔާ ﷲ! އެ ކުއްޖާގެ ސަބަބުން އެދެމީހުންގެ ތިލަފަތް ބަރުކޮށްދެއްވާނދޭވެ! އަދި އެ ކުއްޖާގެ ސަބަބުން އެދެމީހުންގެ އަޖުރު މަތިވެރިކޮށްދެއްވާނދޭވެ! އަދި ސާލިހު މުއުމިނުންނާ އެ ކުއްޖާ ބައްދަލުކޮށްދެއްވާނދޭވެ! އަދި إبراهيم عليه السلام ގެ ބެލެހެއްޓެވުމުގެ ދަށުގައި އެ ކުއްޖާ ލައްވާނދޭވެ! އަދި އިބަ ﷲ ގެ ރަހްމަތް ން އެ ކުއްޖާ ނަރަކައިގެ އަޒާބުން ދިންނަވާދޭނވެ! ޔާ ﷲ! އަޅަމެންގެ ކުރިން މަރުވެގޮސްފައިވާ، އަޅަމެންގެ ކާބަފައިންނަށާއި، އަޅަމެންގެ ދަރީންނަށާއި، އަޅަމެންގެ ގާތްތިމާގެ މީހުންނަށާއި، އަދި އީމާންކަމުގައި އަޅަމެން ކުރިއަރައިދިޔަ މީހުންނަށް ފާފަ ފުއްސަވާނދޭވެ!""",,,"𝟧𝟨 When the deceased is a child, during the funeral prayer","O Allah, protect him from the torment of the grave.

[It is also good to say:] O Allah, make him a precursor, a forerunner and a treasure for his parents and an answered intercessor. O Allah, make him weigh heavily in their scales (of good) and magnify their reward. Make him join the righteous of the believers. Place him in the care of Ibrahim. Save him by Your mercy from the torment of Hell. Give him a home better than his home, and a family better than his family. O Allah, forgive those who have gone (i.e. passed away) before us, our children lost (by death), and those who have preceded us in Faith."
