ayahW2W,ayahDV
أَلَمْ يَرَوْا = އެމީހުން ނުދެކޭބާވައެވެ؟ / އެމީހުންނަށް ނޭނގޭބާވައެވެ؟ كَمْ أَهْلَكْنَا مِن قَبْلِهِم = އެމީހުންކުރީ ތިމަންރަސްކަލާނގެ ހަލާކުކުރެއްވީ ކިހާވަރެއްކަން. مِّن قَرْنٍ = أمّة ތަކުގެތެރެއިން. مَّكَّنَّاهُمْ فِي الْأَرْضِ = ތިމަންރަސްކަލާނގެ އެމީހުންނަށް ބިމުގައި ހަމަޖައްސައިދެއްވީމެވެ. مَا لَمْ نُمَكِّن لَّكُمْ = ކަލޭމެނަށް ތިމަންރަސްކަލާނގެ ހަމަޖައްސައިނުދޭހާތަކެތި. އަދި ކަންތައް. وَأَرْسَلْنَا السَّمَاءَ عَلَيْهِم = އަދި ތިމަންރަސްކަލާނގެ އެމީހުންގެމައްޗަށް ވާރޭވެއްސެވީމެވެ. مِّدْرَارًا = ބޯކޮށް / ގިނަ عدد އަކަށް. وَجَعَلْنَا الْأَنْهَارَ = އަދި ތިމަންރަސްކަލާނގެ ފެންކޯރުތައް ލެއްވީމެވެ. تَجْرِي مِن تَحْتِهِمْ = އެމީހުންގެ (ގަސްތަކުގެ) ދަށުން ދެމޭގޮތަށް. فَأَهْلَكْنَاهُم = ދެންފަހެ ތިމަންރަސްކަލާނގެ އެމީހުން ހަލާކުކުރެއްވީމެވެ. بِذُنُوبِهِمْ = އެމީހުންގެ ފާފައިގެސަބަބުން. وَأَنشَأْنَا = އަދި ތިމަންރަސްކަލާނގެ އުފެއްދީމެވެ. مِن بَعْدِهِمْ = އެމީހުންގެ ފަހުން. قَرْنًا آخَرِينَ = އެހެން قرن އެއް. / އެހެން أمّة އެއް.,(6) އެމީހުންގެކުރިން (އެބަހީ: مكّة ގެ مشرك ންގެކުރިން) ކިތައްކިތައް أمّة ތިމަންރަސްކަލާނގެ ހަލާކުކުރައްވާފައިވާކަން އެމީހުންނަށް ނޭނގޭބާވައެވެ؟ (އެމީހުންގެ އަސަރުތައް ނުދެކެނީބާވައެވެ؟) އަދި އޭ މިތިބަ مشرك ންނޭވެ. ތިމަންރަސްކަލާނގެ ކަލޭމެނަށް ނުދެއްވާތަކެތިވެސް އެމީހުންނަށް ދެއްވައި އެމީހުން ބިމުގައި ހަމަޖައްސައިދިނީމެވެ. އަދި އެމީހުންގެމައްޗަށް ބޯވާރޭވެއްސަވައި އަދި އެމީހުންގެ ގަސްތަކުގެދަށުން ފެންއާރުތައް ތިމަންރަސްކަލާނގެ ހިންގެވީމެވެ. ދެންފަހެ އެމީހުން (އެމީހުންގެ رسول ންދޮގުކޮށް އީމާން ނުވިހިނދުން) އެމީހުންގެ ފާފައިގެ ސަބަބުން ތިމަންރަސްކަލާނގެ އެމީހުން ހަލާކުކުރެއްވީމެވެ. އަދި އެމީހުންގެފަހުން ތިމަންރަސްކަލާނގެ އެހެން قرن އެއް އުފެއްދެވީމެވެ.
وَلَوْ نَزَّلْنَا عَلَيْكَ = އަދި (އޭ رسول ﷲ އެވެ!) ތިމަންރަސްކަލާނގެ ކަލޭގެފާނުންގެމައްޗަށް ބާވައިލެއްވިނަމަ. كِتَابًا = ފޮތެއް. فِي قِرْطَاسٍ = ކަރުދާހުގައި. (ކަރުދާހުގައި ލިޔެގެން). فَلَمَسُوهُ بِأَيْدِيهِمْ = ދެން އެމީހުންގެ އަތްތަކުން އޭގައި ބީހިއްޖެ. لَقَالَ الَّذِينَ كَفَرُوا = ހަމަކަށަވަރުން ކާފަރުވީ މީސްތަކުން ބުނާނެއެވެ. إِنْ هَـٰذَا = މި ނުވެއެވެ. إِلَّا سِحْرٌ مُّبِينٌ = ބަޔާންވެގެންވާ سِحْر އެއްކަމުގައިމެނުވީ.,(7) (އޭ رسول ﷲ އެވެ!) އަދި ތިމަންރަސްކަލާނގެ ކަލޭގެފާނުންގެމައްޗަށް ކަރުދާހުގައި ލިޔެވިގެންވާ ފޮތެއް ބާވައިލެއްވިނަމަވެސް ދެން އެފޮތުގައި އެކާފަރުންގެ އަތްތަކުން ބީހުމަށްފަހު އެކާފަރުން ހަމަކަށަވަރުން ބުނާނެއެވެ. މިއީ ހަމަ ބަޔާންވެގެންވާ سحر އެއްކަމުގައިމެނުވީ ނުވެއެވެ.
وَقَالُوا = އަދި އެމީހުންބުންޏެވެ. لَوْلَا أُنزِلَ عَلَيْهِ = އެކަލޭގެފާނުންގެ މައްޗަށް ބާވައިލައްވާނޭނަމައެވެ. ނުވަތަ ބާވައިނުލެއްވީ ކީއްވެހެއްޔެވެ؟ مَلَكٌ = މަލާއިކަތްބޭކަލަކު. (ނުވަތަ މަލާއިކަތް ބޭކަލުން). وَلَوْ أَنزَلْنَا مَلَكًا = އަދި ތިމަންރަސްކަލާނގެ މަލާއިކަތްބޭކަލަކު ބާވައިލައްވާނޭނަމަ. لَّقُضِيَ الْأَمْرُ = ކަންތައް ނިޔާކުރެވި ނިމިއްޖައީހެވެ. (އެމީހުން ހަލާކުވެ ނިމިއްޖައީހެވެ.) ثُمَّ لَا يُنظَرُونَ = ދެން އެމީހުންނަށް ތަންވަޅު ނުލިބެވޭނެއެވެ.,(8) އަދި އެމީހުން ބުންޏެވެ. އެކަލޭގެފާނުންގެމައްޗަށް މަލާއިކަތްބޭކަލަކުފޮނުއްވާނޭނަމައެވެ. ނުވަތަ (އެކަލޭގެފާނުންގެ نبي ކަން ތެދުކަން بيان ކޮށްދެއްވުމަށް އެކަލޭގެފާނުންގެ އަރިހުގައި މަލާއިކަތް ބޭކަލަކުނުފޮނުއްވީ ކީއްވެގެންހެއްޔެވެ؟ އޭގެ ޖަވާބުގައި ﷲ وحي ކުރައްވައެވެ.) ތިމަންރަސްކަލާނގެ މަލާއިކަތްބޭކަލަކު ފޮނުއްވިނަމަ ހަމަކަށަވަރުން ކަންތައްވެ ނިމުނީހެވެ.
وَلَوْ جَعَلْنَاهُ مَلَكًا = އަދި ތިމަންރަސްކަލާނގެ އެ رسول އެއީ މަލާއިކަތްބޭކަލަކުކަމުގައި ލެއްވިނަމަ. لَّجَعَلْنَاهُ رَجُلًا = ހަމަކަށަވަރުން އެބޭކަލަކު ލެއްވީހީ ފިރިހެނަކުކަމުގައެވެ. وَلَلَبَسْنَا عَلَيْهِم = އަދިހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ އެމީހުންގެ މައްޗަށް އޮޅުވައިލައްވައިފީހެވެ. مَّا يَلْبِسُونَ = އެމީހުންނަށް އޮޅިގެންވާ އެތި.,(9) އަދި ތިމަންރަސްކަލާނގެ ފޮނުއްވާ رسول އެއީ ملائكة ބޭކަލަކު ކަމުގައި ލެއްވިނަމަ ހަމަކަށަވަރުން އެ ملائكة ބޭކަލަކުވެސް ލެއްވީހީ ފިރިހެނަކު ކަމުގައެވެ. ފިރިހެނެއްގެ ސިފައިގައެވެ. އަދި ކަނޑައެޅިގެން އެމީހުންނަށް އެއޮޅޭކަންތައް ވަކިން ބޮޑަށް ތިމަންރަސްކަލާނގެ އެމީހުންނަށް އޮޅުވައިލައްވައިފީހެވެ.
وَلَقَدِ اسْتُهْزِئَ = އަދި ހަމަކަށަވަރުން މަލާމާތްކުރެވުނެވެ. بِرُسُلٍ مِّن قَبْلِكَ = ކަލޭގެފާނުންގެ ކުރީގެ رسول ބޭކަލުންނާއިމެދުވެސް. فَحَاقَ = އަދި ވަށައިލެވިއްޖެއެވެ. بِالَّذِينَ سَخِرُوا = މަލާމާތްކުރިމީހުންގެ. مِنْهُم = އެމީހުންގެތެރެއިން. مَّا كَانُوا بِهِ يَسْتَهْزِئُونَ = އެމީހުން އެއެއްޗަކާއިމެދު މަލާމާތްކުރިއެތި.,(10) (އޭ رسول ﷲ އެވެ!) އަދި ހަމަކަށަވަރުން ކަލޭގެފާނުންގެކުރިން ވަޑައިގެންނެވި رسول ބޭކަލުންނަށް ވެސް މަލާމާތްކުރެވުނެވެ. (އެބަހީ: އެ أمّة ތަކުގެ أهل ވެރިން އެބައެއްގެ ގާތަށް ފޮނުވުނު رسول އާއަށް މަލާމާތްކޮށް ފުރައްސާރަކުރިއެވެ.) ދެންފަހެ އެމީހުންގެތެރެއިން رسول ންނަށް މަލާމާތްކުރިމީހުން އެމީހުން އެކަމަކާމެދު މަލާމާތްކޮށް ފުރައްސާރަކުރި ތަކެތި އެބަހީ عذاب އެމީހުން ލާވަށައިލައިފިއެވެ.
قُلْ = (އޭ رسول ﷲ އެވެ!) ކަލޭގެފާނު ވިދާޅުވާށެވެ! سِيرُوا فِي الْأَرْضِ = ކަލޭމެން ބިމުގައިހިނގާބިނގާވެ ހަދައިބަލާށެވެ! ثُمَّ انظُرُوا = ދެން ނިކަން ދެކިބަލާށެވެ! كَيْفَ كَانَ = ވީކޮންފަދައަކުންކަން. عَاقِبَةُ الْمُكَذِّبِينَ = ދޮގުވެރިންގެފަހުކޮޅު (އެމީހުންގެ ނިމުން).,(11) ކަލޭގެފާނު އެމީހުންނަށް ވިދާޅުވާށެވެ! (އެބަހީ: ކަލޭގެފާނު ދޮގުކުރި މީހުންނަށް ވިދާޅުވާށެވެ!) ކަލޭމެން ނިކަން ބިމުގައި ހިނގާބިނގާވެ ދަތުރުފަތުރުކޮށް ހަދައިބަލާށެވެ! ދެން ނިކަން ދޮގުވެރިންގެ ފަހުކޮޅު އެމީހުންގެ ނިމުންހުރީ ކިހިނެއްތޯ ނިކަން ދެކިބަލާށެވެ!
قُل لِّمَن = ކަލޭގެފާނު ވިދާޅުވާށެވެ! ކާކަށްހެއްޔެވެ؟ (ملك ވެގެންވަނީ ކާކަށްހެއްޔެވެ؟) مَّا فِي السَّمَاوَاتِ وَالْأَرْضِ = އުޑުތަކާއި ބިމުގައިވާހާތަކެތި. قُل لِّلَّهِ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! ﷲ އަށެވެ! (އެތަކެތި ملك ވެގެންވަނީ ﷲ އަށެވެ!) كَتَبَ عَلَىٰ نَفْسِهِ = އެކަލާނގެ އެކަލާނގެ ذاتُ ފުޅުގެމައްޗަށް ލިއުއްވިއެވެ. الرَّحْمَةَ = رحمة. لَيَجْمَعَنَّكُمْ = ހަމަކަށަވަރުން އެކަލާނގެ ކަލޭމެން ޖަމާކުރައްވާހުއްޓެވެ. إِلَىٰ يَوْمِ الْقِيَامَةِ = قيامة ދުވަހަށް. لَا رَيْبَ فِيهِ = އެދުވަހާއިމެދު ޝައްކެއްނެތެވެ. / ނުވަތަ އެކަމާއިމެދު ޝައްކެއްނެތެވެ. الَّذِينَ خَسِرُوا أَنفُسَهُمْ = އެމީހުން އެމީހުންގެ نفس ތައް ނަގައިލާ ހަލާކުކުރިމީހުން. فَهُمْ لَا يُؤْمِنُونَ = ފަހެ އެމީހުން އީމާންނުވާނެއެވެ.,(12) ކަލޭގެފާނު ވިދާޅުވާށެވެ! އުޑުތަކާއި ބިމުގައިވާހާތަކެތި ملك ވެގެންވަނީ ކާކަށްތޯ ނިކަން އެމީހުންކުރެން އައްސަވާބައްލަވާށެވެ؟ ކަލޭގެފާނު ވިދާޅުވާށެވެ! ﷲ އަށެވެ. އެތަކެތި ملك ވެގެންވަނީ ﷲ އަށެވެ. އެކަލާނގެ އެކަލާނގެ ذات ފުޅުގެމައްޗަށް رحمة ލިއުއްވިއެވެ. (އެކަލާނގެ އަޅުތަކުންގެމައްޗަށް އެކަލާނގެ رحمة ތަނަވަސްވެގެންވެއެވެ.) އަދި ހަމަކަށަވަރުން قيامة ދުވަހަށް އެކަލާނގެ ކަލޭމެން އެއްކުރައްވާނެއެވެ. (އެއީވެސް އެކަލާނގެ رحمة އެވެ. عقوبة އަވަސް ނުކުރައްވައި توبة ވާނެ އަޅަކު توبة ވުމަށް مُهْلَة ދެއްވީއެވެ. އެއީ رحمة ގެ ތަނަވަސްކަމުގެ ތެރެއިންވާކަމެކެވެ.) އަދި އެ قيامة ދުވަހާއިމެދު އެއްވެސް ޝައްކެއްނެތެވެ. ނުވަތަ މީސްތަކުން އެއްކުރެއްވުމާއިމެދު ޝައްކެއްނެތެވެ. އަދި އެބައިމީހުން އެމީހުންގެ ނަފުސުތައް ގެއްލުމާއި ހަލާކުގެތެރެއަށްލީމީހުން ފަހެ އެމީހުން އީމާން ނުވާނެއެވެ.
وَلَهُ = އަދި އެކަލާނގެއަށް ملك ވެވޮޑިގެންވެއެވެ. مَا سَكَنَ فِي اللَّيْلِ وَالنَّهَارِ = ރޭގަނޑާއި ދުވާލު ހަމަހިމޭންވާހާތަކެތި. (އެބަހީ: ހުރިހާތަކެތި). وَهُوَ = އަދި އެކަލާނގެއީ. السَّمِيعُ الْعَلِيمُ = އައްސަވާވޮޑިގެންވާ ދެނެވޮޑިގެންވާ ކަލާނގެއެވެ.,(13) އަދި ރޭގަނޑުގައި ހަނުހިމޭންވާތަކެއްޗާއި އަދި ދުވާލު ހަނުހިމޭންވާތަކެތިވެސް خاصّ ވެ مِلْكُ ވެގެންވަނީ ހަމަ އެކަލާނގެއަށެވެ. އަދި އެކަލާނގެއީ އައްސަވާވޮޑިގެންވާ ދެނެވޮޑިގެންވާ ކަލާނގެއެވެ.
قُلْ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! أَغَيْرَ اللَّهِ = ﷲ ނޫން ފަރާތެއްހެއްޔެވެ؟ أَتَّخِذُ وَلِيًّا = އަހުރެން وَلِيّ އަކުކަމުގައި ހިފަންވީ. (ސަހަރޯވެރިއަކުކަމުގައި إختيار ކުރަންވީ). فَاطِرِ السَّمَاوَاتِ وَالْأَرْضِ = އެކަލާނގެއީ އުޑުތަކާއި ބިންނެތުމުގެތެރެއިން ހެއްދެވި ކަލާނގެއެވެ. وَهُوَ يُطْعِمُ = އަދި އެކަލާނގެ ކާންދެއްވައެވެ. ރިޒުގުދެއްވައެވެ. وَلَا يُطْعَمُ = އަދި އެކަލާނގެ ފަރިއްނުކުޅުއްވައެވެ. (އެކަލާނގެއަށް ރިޒުގު ނުދެވެއެވެ.) قُلْ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! إِنِّي أُمِرْتُ = ހަމަކަށަވަރުން އަހުރެންނަށް އަމުރުވެވިގެންވަނީ. أَنْ أَكُونَ = އަހުރެންވުމަށެވެ. أَوَّلَ مَنْ أَسْلَمَ = އެންމެފުރަތަމަ إسلام ވީމީހާކަމުގައި. وَلَا تَكُونَنَّ = އަދި ކަލޭގެފާނުވެވަޑައިނުގަންނަވާށެވެ! مِنَ الْمُشْرِكِينَ = مشرك ންގެތެރެއިން.,(14) ކަލޭގެފާނު ވިދާޅުވާށެވެ! ﷲ ނޫން އެހެންއެއްޗެއް، އެހެންފަރާތެއް ސަހަރޯވެރިއަކުކަމުގައި، وَلِيّ އަކުކަމުގައި އަހުރެން ހިފަންވީހެއްޔެވެ؟ إختيار ކުރަންވީހެއްޔެވެ؟ އެކަލާނގެއީ އުޑުތަކާއި ބިން މިސާލެއްނެތި ފުރަތަމަވެސް ހެއްދެވި ކަލާނގެއެވެ. އެކަލާނގެ (އަޅުތަކުންނަށް) ކާންދެއްވައެވެ. ރިޒުގު ދެއްވައެވެ. އަދި އެކަލާނގެއަށް ރިޒުގު ނުދެވެއެވެ. އެކަލާނގެ ފަރިއްނުކުޅުއްވައެވެ. ކަލޭގެފާނު ވިދާޅުވާށެވެ! އަހުރެންނަށް އަމުރުވެވިގެންވަނީ އެންމެފުރަތަމަ إسلام ވީމީހާކަމުގައި ވުމަށެވެ. އަދި އެއްގޮތަކަށްވެސް مشرك ންގެތެރެއިން ވެވަޑައި ނުގެންނެވުމަށެވެ.
قُلْ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! إِنِّي أَخَافُ = ހަމަކަށަވަރުން އަހުރެން ބިރުގަންނަމެވެ. إِنْ عَصَيْتُ رَبِّي = އަހުރެން އަހުރެންގެ رَب އަށް އުރެދިއްޖެއްޔާ. عَذَابَ يَوْمٍ عَظِيمٍ = ބޮޑުވެގެންވާ ދުވަހެއްގެ عذاب އަށް.,(15) ކަލޭގެފާނު ވިދާޅުވާށެވެ! އަހުރެން ބިރުގަންނަނީ އަހުރެންގެ رَبّ އަށް އުރެދިއްޖެއްޔާ ބޮޑުވެގެންވާ ދުވަހެއްގެ عذاب އަށެވެ. (އަހުރެންނަށް އެ عذاب ދެއްވައިފާނެކަމަށެވެ.)
مَّن يُصْرَفْ عَنْهُ = އެމީހެއްގެކިބައިން (عذاب) ދުރުކުރެވިއްޖެމީހާ. (ދަންނައެވެ!) يَوْمَئِذٍ = އެދުވަހުން. فَقَدْ رَحِمَهُ = ހަމަކަށަވަރުން އެމީހަކަށް އެކަލާނގެ رحمة ލައްވައިފިއެވެ. وَذَٰلِكَ = އަދި އެއީ. الْفَوْزُ الْمُبِينُ = ބަޔާންވެގެންވާ ނަސީބެވެ.,(16) އެމީހެއްގެ ކިބައިން އެދުވަހުން عذاب އަނބުރާލެވިއްޖެމީހާ ދުރުކުރެވިއްޖެމީހާ (ދަންނައެވެ!) ހަމަކަށަވަރުން އެމީހަކަށް އެކަލާނގެ رحمة ލައްވައިފިއެވެ. އަދި بيان ވެގެންވާ ނަސީބަކީ އެއީއެވެ.
وَإِن يَمْسَسْكَ اللَّهُ = އަދި ﷲ ކަލޭގެފާނަށް ޖައްސަވައިފިއްޔާ. بِضُرٍّ = އެއްވެސް ދަތި އުނދަގޫކަމެއް. فَلَا كَاشِفَ لَهُ = ފަހެ އެ كَشْفُ ކުރާނޭ އަދި ދުރުކުރާނޭ އެކަކުވެސް ނުވެއެވެ. إِلَّا هُوَ = އެކަލާނގެ މެނުވީ. وَإِن يَمْسَسْكَ بِخَيْرٍ = އަދި އެކަލާނގެ ކަލޭގެފާނަށް ހެޔޮކަމެއް ޖައްސަވައިފިއްޔާ - ހެޔޮކަމެއް ދެއްވައިފިއްޔާވެސް (އެކަން ލިބުނަނުދީ ހިފެހެއްޓޭނޭ މީހަކު ނުވެއެވެ.) فَهُوَ عَلَىٰ كُلِّ شَيْءٍ = ފަހެ އެކަލާނގެއީ ކޮންމެ ކަމެއްގެ މައްޗަށް. قَدِيرٌ = ކުޅަދުންވަންތަވެ ވޮޑިގެންވާ ކަލާނގެއެވެ.,(17) އަދި ﷲ تعالى ކަލޭގެފާނަށް އުނދަގުލެއް - ދަތިކަމެއް ޖައްސަވައިފިއްޔާ ހަމަ އެކަލާނގެމެނުވީ އެކަން ފިއްލަވާނޭ މީހަކު ނުވެއެވެ. އަދި އެކަލާނގެ ކަލޭގެފާނަށް ހެޔޮކަމެއް ދެއްވައިފިއްޔާވެސް (އެކަން ކަލޭގެފާނަށް ލިބުނަނުދީ ހިފަހައްޓައިލެވޭނެ ހަމައެކަކުވެސް ނުވެއެވެ.) ފަހެ އެކަލާނގެ ހުރިހާކަމެއްގެ މައްޗަށް ކުޅަދުންވަންތަވެވޮޑިގެންވެއެވެ.
وَهُوَ الْقَاهِرُ = އަދި އެކަލާނގެއީ އެހެނިހެން ފަރާތްތައް ދެރަކުރައްވާ ގަދަފަދަވަންތަ ކަލާނގެއެވެ. فَوْقَ عِبَادِهِ = އެކަލާނގެ އަޅުތަކުންގެމަތީގައި ވޮޑިގެންވެއެވެ. (ހުރިހާގޮތަކުންވެސް މަތީގައެވެ.) وَهُوَ الْحَكِيمُ الْخَبِيرُ = އަދި އެކަލާނގެއީ حكمة ވަންތަ އަދި خبر ތައް މޮޅަށް ދެނެވޮޑިގެންވާ ކަލާނގެއެވެ.,(18) އަދި އެކަލާނގެއީ އަޅުތަކުންގެމައްޗަށް ހުރިހާގޮތަކުންވެސް ގަދަފަދަވެވޮޑިގެންވާ ކަލާނގެއެވެ. (އެހެން ހުރިހާއެއްޗެއް ނިކަމެތިކުރައްވާ قَاهِر އެވެ.) އަދި އެކަލާނގެއީ حكمة ވަންތަ އަދި ހުރިހާކަމެއްގެ خبر ތައް މޮޅަށް ދެނެވޮޑިގެންވާ ކަލާނގެއެވެ.
قُلْ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! أَيُّ شَيْءٍ أَكْبَرُ شَهَادَةً = ހެކިދިނުމުގައި އެންމެބޮޑީ ކޮންއެއްޗެއްހެއްޔެވެ؟ قُلِ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! اللَّهُ شَهِيدٌ = ﷲ އެއީ ހެކިވެވޮޑިގަންނަވާނޭ ކަލާނގެއެވެ. بَيْنِي وَبَيْنَكُمْ = އަހުރެންނާއި ކަލޭމެނާއި ދެމެދު. وَأُوحِيَ إِلَيَّ = އަދި އަހުރެންނަށް وحي އިއްވެވުނެވެ. (وحي ކުރެއްވުނެވެ.) هَـٰذَا الْقُرْآنُ = މި قرآن. لِأُنذِرَكُم بِهِ = އެ قرآن ން ކަލޭމެނަށް إنذار ކުރުމަށް. وَمَن بَلَغَ = އަދި އެ قرآن ފޯރިމީހަކަށާއި. (تَبْلِيغ އިވުނުމީހަކަށާއި). أَئِنَّكُمْ لَتَشْهَدُونَ = ކަލޭމެން ހެކިވަމުހެއްޔެވެ؟ أَنَّ مَعَ اللَّهِ آلِهَةً أُخْرَىٰ = ހަމަކަށަވަރުން ﷲ އާއިއެކު އެހެން إله ންތަކެއްވާ ކަމަށް. قُل لَّا أَشْهَدُ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! އަހުރެން ހެކިނުވަމެވެ. ނުވެސްވާނަމެވެ. قُلْ = ކަލޭގެފާނު ވިދާޅުވާށެވެ! إِنَّمَا هُوَ إِلَـٰهٌ وَاحِدٌ = އެކަލާނގެވާކަންކަށަވަރީ ހަމައެންމެ إله އަކުކަމުގައެވެ. وَإِنَّنِي بَرِيءٌ = އަދި ހަމަކަށަވަރުން އަހުރެންވަނީ ބަރީއަވެގެންނެވެ. مِّمَّا تُشْرِكُونَ = ކަލޭމެން ތިޔަ شريك ކުރާތަކެތީން.,(19) (އޭ رسول ﷲ އެވެ!) ކަލޭގެފާނު ވިދާޅުވާށެވެ! ހެކިދިނުން އެންމެބޮޑުވެގެންވަނީ ކޮންއެއްޗެއް ހެއްޔެވެ؟ ކަލޭގެފާނު ވިދާޅުވާށެވެ! އެއީ ﷲ އެވެ. އަހުރެންނާއި ކަލޭމެނާއިދެމެދު ހެކިވެރިއަކީ އެކަލާނގެއެވެ. އަދި ތިމަންކަލޭގެފާނަށް މި قرآن ބާވައިލެއްވުނީ ކަލޭމެންނަށާއި އަދި މި قرآن އިވުނު މީހަކަށް إنذار ކުރެއްވުމަށެވެ. ﷲ އާއިއެކު އެހެން إلهُ ންތަކެއްވާކަމުގައި ކަލޭމެން ހެކިވަމުހެއްޔެވެ؟ ކަލޭގެފާނު ވިދާޅުވާށެވެ! (ކަލޭމެން އެކަމަށް ހެކިދިނަސް) ތިމަންކަލޭގެފާނު އެކަމަށް ހެކިނުދޭނަމެވެ. ކަލޭގެފާނު ވިދާޅުވާށެވެ! އެކަލާނގެވާކަންކަށަވަރީ ހަމައެންމެ إله އަކުކަމުގައެވެ. އަދި ކަލޭމެން ތިޔަ شريك ކުރާތަކެތީން އަހުރެން ބަރީއަވެގެންވަމެވެ.
